код_модуль,код_курс,код_сотрудник,оценка_курс,отзыв
модуль_7,курс_1,студент_40,3,"Курс неплохой, но слишком много теории."
модуль_9,курс_1,студент_40,5,"Замечательный курс, все четко и по делу."
модуль_10,курс_1,студент_40,3,"Достаточно информативно, но не хватило времени на практику."
модуль_2,курс_1,студент_41,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_3,курс_1,студент_41,3,"Материал неплохой, но иногда скучновато."
модуль_4,курс_1,студент_41,1,"Слишком много теории, мало практики."
модуль_5,курс_1,студент_41,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_7,курс_1,студент_41,1,"Слишком много теории, мало практики."
модуль_9,курс_1,студент_41,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_10,курс_1,студент_41,3,"Неплохо, но можно было бы улучшить организацию."
модуль_1,курс_1,студент_42,1,"Очень разочарован, зря потратил время."
модуль_2,курс_1,студент_42,5,Отличная организация учебного процесса.
модуль_4,курс_1,студент_42,5,"Много практических занятий, что очень полезно."
модуль_5,курс_1,студент_42,2,Преподаватели не отвечают на вопросы.
модуль_6,курс_1,студент_42,2,"Не понравился курс, материал плохо подан."
модуль_8,курс_1,студент_42,4,"Отличный курс, много полезной информации."
модуль_9,курс_1,студент_42,1,Преподаватели не смогли заинтересовать.
модуль_3,курс_1,студент_43,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_4,курс_1,студент_43,5,"Замечательный курс, все четко и по делу."
модуль_5,курс_1,студент_43,3,"Материал неплохой, но иногда скучновато."
модуль_6,курс_1,студент_43,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_7,курс_1,студент_43,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_3,курс_1,студент_44,1,"Материалы устарели, нуждаются в обновлении."
модуль_6,курс_1,студент_44,5,"Много практических занятий, что очень полезно."
модуль_8,курс_1,студент_44,1,"Очень разочарован, зря потратил время."
модуль_9,курс_1,студент_44,2,Материалы курса плохо структурированы.
модуль_10,курс_1,студент_44,3,"Неплохо, но можно было бы улучшить организацию."
модуль_1,курс_1,студент_45,2,"Очень скучно, мало полезной информации."
модуль_2,курс_1,студент_45,2,"Очень скучно, мало полезной информации."
модуль_3,курс_1,студент_45,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_4,курс_1,студент_45,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_6,курс_1,студент_45,2,Материалы курса плохо структурированы.
модуль_8,курс_1,студент_45,2,Организация учебного процесса оставляет желать лучшего.
модуль_9,курс_1,студент_45,1,Преподаватели не смогли заинтересовать.
модуль_10,курс_1,студент_45,4,Преподаватели дают много полезных советов.
модуль_2,курс_1,студент_46,3,"В целом неплохо, но есть куда расти."
модуль_3,курс_1,студент_46,2,Организация учебного процесса оставляет желать лучшего.
модуль_6,курс_1,студент_46,2,"Материалы устарели, нуждаются в обновлении."
модуль_7,курс_1,студент_46,1,Курс не оправдал ожиданий.
модуль_9,курс_1,студент_46,4,"Много практических занятий, что очень полезно."
модуль_10,курс_1,студент_46,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_1,курс_1,студент_47,1,"Не понравился курс, материал плохо подан."
модуль_2,курс_1,студент_47,4,"Много практических занятий, что очень полезно."
модуль_5,курс_1,студент_47,3,"Курс неплохой, но слишком много теории."
модуль_7,курс_1,студент_47,4,Преподаватели дают много полезных советов.
модуль_9,курс_1,студент_47,3,Материалы курса иногда тяжело воспринимаются.
модуль_10,курс_1,студент_47,2,"Очень разочарован, зря потратил время."
модуль_2,курс_1,студент_48,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_3,курс_1,студент_48,4,Очень хорошие учебные материалы.
модуль_4,курс_1,студент_48,3,"Неплохо, но можно было бы улучшить организацию."
модуль_5,курс_1,студент_48,4,Отличная организация учебного процесса.
модуль_10,курс_1,студент_48,4,"Много практических занятий, что очень полезно."
модуль_3,курс_1,студент_49,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_5,курс_1,студент_49,2,Преподаватели не отвечают на вопросы.
модуль_7,курс_1,студент_49,1,Материалы курса плохо структурированы.
модуль_1,курс_1,студент_50,4,"Очень понравилось, буду рекомендовать коллегам."
модуль_3,курс_1,студент_50,5,"Преподаватели супер, материал изложен доступно."
модуль_4,курс_1,студент_50,3,"Средний курс, ожидал немного большего."
модуль_5,курс_1,студент_50,1,"Материалы устарели, нуждаются в обновлении."
модуль_6,курс_1,студент_50,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_8,курс_1,студент_50,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_9,курс_1,студент_50,1,"Не понравился курс, материал плохо подан."
модуль_1,курс_1,студент_51,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_3,курс_1,студент_51,4,"Отличный курс, много полезной информации."
модуль_5,курс_1,студент_51,5,"Отличный курс, много полезной информации."
модуль_7,курс_1,студент_51,3,"Нормально, но хотелось бы больше интерактива."
модуль_9,курс_1,студент_51,5,Очень хорошие учебные материалы.
модуль_10,курс_1,студент_51,1,Материалы курса плохо структурированы.
модуль_1,курс_1,студент_52,1,"Очень разочарован, зря потратил время."
модуль_3,курс_1,студент_52,3,"Нормально, но хотелось бы больше интерактива."
модуль_4,курс_1,студент_52,1,Преподаватели не смогли заинтересовать.
модуль_6,курс_1,студент_52,3,"Средний курс, ожидал немного большего."
модуль_2,курс_1,студент_53,5,Материалы курса на высшем уровне.
модуль_6,курс_1,студент_53,3,"Неплохо, но можно было бы улучшить организацию."
модуль_9,курс_1,студент_53,4,Очень хорошие учебные материалы.
модуль_1,курс_1,студент_54,1,"Слишком много теории, мало практики."
модуль_2,курс_1,студент_54,1,Организация учебного процесса оставляет желать лучшего.
модуль_3,курс_1,студент_54,2,"Очень скучно, мало полезной информации."
модуль_5,курс_1,студент_54,4,Материалы курса на высшем уровне.
модуль_6,курс_1,студент_54,4,Отличная организация учебного процесса.
модуль_8,курс_1,студент_54,2,Материалы курса плохо структурированы.
модуль_9,курс_1,студент_54,1,"Не понравился курс, материал плохо подан."
модуль_2,курс_1,студент_55,3,"Курс неплохой, но слишком много теории."
модуль_5,курс_1,студент_55,3,"Достаточно информативно, но не хватило времени на практику."
модуль_7,курс_1,студент_55,4,"Отличный курс, много полезной информации."
модуль_9,курс_1,студент_55,2,"Слишком много теории, мало практики."
модуль_10,курс_1,студент_55,4,Очень хорошие учебные материалы.
модуль_3,курс_1,студент_56,3,"В целом неплохо, но есть куда расти."
модуль_4,курс_1,студент_56,5,Отличная организация учебного процесса.
модуль_5,курс_1,студент_56,3,"Нормально, но хотелось бы больше интерактива."
модуль_6,курс_1,студент_56,2,Материалы курса плохо структурированы.
модуль_7,курс_1,студент_56,1,"Очень разочарован, зря потратил время."
модуль_9,курс_1,студент_56,3,"Материал неплохой, но иногда скучновато."
модуль_10,курс_1,студент_56,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_1,курс_1,студент_57,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_2,курс_1,студент_57,2,Материалы курса плохо структурированы.
модуль_4,курс_1,студент_57,5,Преподаватели дают много полезных советов.
модуль_5,курс_1,студент_57,1,Преподаватели не отвечают на вопросы.
модуль_6,курс_1,студент_57,5,Очень хорошие учебные материалы.
модуль_7,курс_1,студент_57,3,"Материал неплохой, но иногда скучновато."
модуль_10,курс_1,студент_57,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_2,курс_1,студент_58,1,"Материалы устарели, нуждаются в обновлении."
модуль_5,курс_1,студент_58,3,"Достаточно информативно, но не хватило времени на практику."
модуль_6,курс_1,студент_58,1,Преподаватели не отвечают на вопросы.
модуль_7,курс_1,студент_58,3,"Средний курс, ожидал немного большего."
модуль_8,курс_1,студент_58,5,Отличная организация учебного процесса.
модуль_9,курс_1,студент_58,3,"Достаточно информативно, но не хватило времени на практику."
модуль_10,курс_1,студент_58,4,"Много практических занятий, что очень полезно."
модуль_1,курс_1,студент_59,2,"Не понравился курс, материал плохо подан."
модуль_4,курс_1,студент_59,2,Организация учебного процесса оставляет желать лучшего.
модуль_6,курс_1,студент_59,3,"Средний курс, ожидал немного большего."
модуль_7,курс_1,студент_59,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_8,курс_1,студент_59,5,Очень хорошие учебные материалы.
модуль_9,курс_1,студент_59,4,"Замечательный курс, все четко и по делу."
модуль_10,курс_1,студент_59,1,"Не понравился курс, материал плохо подан."
модуль_2,курс_1,студент_60,2,Курс не оправдал ожиданий.
модуль_4,курс_1,студент_60,3,"Курс неплохой, но слишком много теории."
модуль_6,курс_1,студент_60,1,"Материалы устарели, нуждаются в обновлении."
модуль_7,курс_1,студент_60,4,"Много практических занятий, что очень полезно."
модуль_8,курс_1,студент_60,4,Преподаватели дают много полезных советов.
модуль_9,курс_1,студент_60,3,"Достаточно информативно, но не хватило времени на практику."
модуль_10,курс_1,студент_60,1,"Очень скучно, мало полезной информации."
модуль_1,курс_1,студент_61,3,Материалы курса иногда тяжело воспринимаются.
модуль_3,курс_1,студент_61,1,"Материалы устарели, нуждаются в обновлении."
модуль_4,курс_1,студент_61,2,Преподаватели не отвечают на вопросы.
модуль_5,курс_1,студент_61,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_7,курс_1,студент_61,3,"В целом неплохо, но есть куда расти."
модуль_2,курс_1,студент_62,2,Преподаватели не смогли заинтересовать.
модуль_3,курс_1,студент_62,1,"Очень разочарован, зря потратил время."
модуль_4,курс_1,студент_62,4,Очень хорошие учебные материалы.
модуль_5,курс_1,студент_62,3,"Нормально, но хотелось бы больше интерактива."
модуль_6,курс_1,студент_62,1,Организация учебного процесса оставляет желать лучшего.
модуль_7,курс_1,студент_62,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_9,курс_1,студент_62,5,Очень хорошие учебные материалы.
модуль_3,курс_1,студент_63,2,Преподаватели не отвечают на вопросы.
модуль_5,курс_1,студент_63,3,"В целом неплохо, но есть куда расти."
модуль_6,курс_1,студент_63,2,Курс не оправдал ожиданий.
модуль_7,курс_1,студент_63,5,Материалы курса на высшем уровне.
модуль_9,курс_1,студент_63,4,"Много практических занятий, что очень полезно."
модуль_1,курс_1,студент_64,2,"Слишком много теории, мало практики."
модуль_2,курс_1,студент_64,1,Преподаватели не смогли заинтересовать.
модуль_3,курс_1,студент_64,2,Материалы курса плохо структурированы.
модуль_6,курс_1,студент_64,3,"В целом неплохо, но есть куда расти."
модуль_8,курс_1,студент_64,4,"Замечательный курс, все четко и по делу."
модуль_10,курс_1,студент_64,2,"Не понравился курс, материал плохо подан."
модуль_1,курс_1,студент_65,2,Преподаватели не отвечают на вопросы.
модуль_6,курс_1,студент_65,1,Организация учебного процесса оставляет желать лучшего.
модуль_8,курс_1,студент_65,1,"Материалы устарели, нуждаются в обновлении."
модуль_9,курс_1,студент_65,1,Курс не оправдал ожиданий.
модуль_10,курс_1,студент_65,3,"Нормально, но хотелось бы больше интерактива."
модуль_1,курс_1,студент_66,3,"В целом неплохо, но есть куда расти."
модуль_5,курс_1,студент_66,3,"В целом неплохо, но есть куда расти."
модуль_6,курс_1,студент_66,4,Преподаватели дают много полезных советов.
модуль_7,курс_1,студент_66,5,"Много практических занятий, что очень полезно."
модуль_9,курс_1,студент_66,2,"Не понравился курс, материал плохо подан."
модуль_10,курс_1,студент_66,4,Очень хорошие учебные материалы.
модуль_2,курс_1,студент_67,4,"Преподаватели супер, материал изложен доступно."
модуль_6,курс_1,студент_67,2,"Очень разочарован, зря потратил время."
модуль_7,курс_1,студент_67,2,"Слишком много теории, мало практики."
модуль_8,курс_1,студент_67,1,Преподаватели не смогли заинтересовать.
модуль_9,курс_1,студент_67,2,"Очень разочарован, зря потратил время."
модуль_10,курс_1,студент_67,5,"Замечательный курс, все четко и по делу."
модуль_1,курс_1,студент_68,4,Отличная организация учебного процесса.
модуль_2,курс_1,студент_68,3,"Достаточно информативно, но не хватило времени на практику."
модуль_5,курс_1,студент_68,3,"Нормально, но хотелось бы больше интерактива."
модуль_10,курс_1,студент_68,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_2,курс_1,студент_69,3,"Средний курс, ожидал немного большего."
модуль_8,курс_1,студент_69,4,"Очень понравилось, буду рекомендовать коллегам."
модуль_9,курс_1,студент_69,3,"Достаточно информативно, но не хватило времени на практику."
модуль_10,курс_1,студент_69,1,"Материалы устарели, нуждаются в обновлении."
